id,experiment,particle_type,x,y,z
15673,TS_5_4,virus-like-particle,6201.075268817204,6247.8494623655915,638.6021505376344
15674,TS_5_4,virus-like-particle,6219.867674858223,6226.767485822306,1491.9659735349717
15675,TS_5_4,virus-like-particle,5491.940298507462,5114.477611940299,36.71641791044776
15676,TS_5_4,virus-like-particle,5480.6741573033705,5279.775280898876,49.77528089887641
15677,TS_5_4,virus-like-particle,5811.285714285714,4604.142857142857,251.2857142857143
15678,TS_5_4,virus-like-particle,5769.565217391304,4644.782608695652,318.5869565217391
15679,TS_5_4,virus-like-particle,5672.112676056338,4676.056338028169,120.0
15680,TS_5_4,virus-like-particle,5526.319290465632,4826.164079822616,83.50332594235033
15681,TS_5_4,virus-like-particle,5964.558823529413,4529.264705882353,51.76470588235294
15682,TS_5_4,virus-like-particle,5959.746192893401,3995.279187817259,43.80710659898477
15683,TS_5_4,virus-like-particle,5895.343915343915,4008.6243386243386,190.0
15684,TS_5_4,virus-like-particle,6142.298850574713,815.4022988505747,7.35632183908046
15685,TS_5_4,virus-like-particle,6075.86319218241,851.2540716612377,107.41042345276873
15686,TS_5_4,virus-like-particle,5165.145631067961,6197.184466019417,42.13592233009709
15687,TS_5_4,virus-like-particle,5219.662921348314,6250.112359550562,133.14606741573033
15688,TS_5_4,virus-like-particle,4991.832946635731,6100.788863109048,96.75174013921114
15689,TS_5_4,virus-like-particle,4930.540540540541,6154.594594594595,370.81081081081084
15690,TS_5_4,virus-like-particle,4743.824701195219,6236.05577689243,160.35856573705178
15691,TS_5_4,virus-like-particle,4829.411764705882,5921.470588235294,108.52941176470588
15692,TS_5_4,virus-like-particle,5811.727272727272,5989.454545454546,39.36363636363637
15693,TS_5_4,virus-like-particle,5753.262032085562,6190.106951871658,49.83957219251337
15694,TS_5_4,virus-like-particle,5637.213114754099,5949.508196721312,29.42622950819672
15695,TS_5_4,virus-like-particle,5466.465517241379,5811.465517241379,66.12068965517241
15696,TS_5_4,virus-like-particle,5439.315068493151,5881.8493150684935,70.27397260273973
15697,TS_5_4,virus-like-particle,5548.315789473683,5641.368421052632,40.8421052631579
15698,TS_5_4,virus-like-particle,5420.967741935484,5729.677419354839,45.32258064516129
15699,TS_5_4,virus-like-particle,5307.619047619048,5728.231292517007,141.42857142857142
15700,TS_5_4,virus-like-particle,5214.603174603175,5742.222222222222,282.6984126984127
15701,TS_5_4,virus-like-particle,5100.864197530865,5570.864197530864,43.456790123456784
15702,TS_5_4,virus-like-particle,5077.912087912088,5638.571428571429,764.1758241758242
15703,TS_5_4,virus-like-particle,6097.319587628866,1262.4742268041236,28.65979381443299
15704,TS_5_4,virus-like-particle,6174.4131455399065,1283.2394366197184,202.4882629107981
15705,TS_5_4,virus-like-particle,6071.693002257336,1488.510158013544,113.17155756207676
15706,TS_5_4,virus-like-particle,1770.8227848101264,2799.620253164557,264.30379746835445
15707,TS_5_4,virus-like-particle,1817.826086956522,2850.124223602484,379.5031055900621
